paths,coordinates,class
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2876,836",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1336,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2336,1896",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"2176,1676",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1856,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"596,2876",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1376,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4436,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3336,3676",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2336,3716",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2336,1436",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1776,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1656,1816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3336,3276",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1436,736",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1556,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2196,1796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1036,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"876,1816",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2096,696",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2616,416",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1256,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"716,2096",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1636,946",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4116,1156",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"946,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1116,1576",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"656,3456",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1856,776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2396,3896",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1316,1016",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1336,1856",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4396,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3736,3396",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1516,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2196,3756",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1436,996",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2296,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4436,976",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1496,896",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2216,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,2356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"836,2136",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1776,3816",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4016,1336",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4196,2076",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"916,2856",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1376,556",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2456,3976",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1616,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2936,756",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3936,716",0.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1396,1136",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"436,2456",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1256,2336",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"2056,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"276,1836",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1216,1196",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3676,2956",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1636,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4496,1016",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2316,916",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2736,456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1336,1556",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1476,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4396,4396",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1076,2076",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1676,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1656,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"876,3336",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2236,296",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1336,456",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2016,1136",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1756,796",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"1176,716",0.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"946,1866",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2016,1476",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3736,3336",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1556,2196",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1876,976",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2556,256",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"776,1916",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1256,2376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"276,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2856,796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2256,1376",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1676,1556",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1996,1336",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1516,1576",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1836,1896",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1776,756",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"816,3416",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"256,1636",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"4166,2786",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3436,3636",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1576,1176",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1436,756",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2696,3596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1936,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2196,1356",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2136,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2196,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4156,2576",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2396,1136",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1396,2496",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1556,2016",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"656,2536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"396,2556",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"996,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2036,1396",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1116,3036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1536,2096",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1396,1776",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1436,916",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"5164,3936",0.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1476,1316",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1176,946",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1196,2496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3936,946",0.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3246,2786",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2136,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"716,1636",0.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"996,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2736,616",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1416,1156",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1356,2316",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1636,1176",0.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"946,1176",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2256,1276",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"936,1656",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2076,1176",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3396,3296",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2236,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2786,1636",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"3476,2096",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2356,596",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"486,5086",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1796,2036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2696,3656",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2096,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2136,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1956,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1076,3336",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4256,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1996,1696",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2176,916",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1276,1156",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"3936,1636",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"856,2216",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3396,3576",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1276,2636",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1196,1396",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1136,536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1936,3976",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1016,3516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"796,3316",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1736,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1396,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"536,3416",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"4424,1866",0.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1776,796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1976,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1296,2036",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1796,716",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2556,776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3396,3316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2656,1056",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1656,1576",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1376,1776",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"476,1816",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2016,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"2036,1496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4276,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19_b.tif,"1876,1016",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1776,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2256,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1406,3476",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2976,656",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2876,596",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"716,1176",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2076,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2356,1296",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4176,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2616,716",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07.tif,"1796,1936",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_07_b.tif,"1676,1136",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"2036,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"316,3496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4356,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3706,2096",0.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2176,1156",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"596,1736",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1996,936",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1416,2496",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4036,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1936,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2076,936",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"896,2136",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1416,2516",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3536,3356",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2516,1096",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1356,2256",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1396,1216",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"1996,1236",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2596,1376",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1936,1656",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1496,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1916,3696",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2216,4016",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3136,3536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"716,2796",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"976,1276",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"576,1716",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2156,1616",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2816,476",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1836,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"3096,3456",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"4136,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2376,1036",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"456,1536",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2656,1116",1.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1556,1376",1.0
C:/Users/william/Desktop/data_/train\images\20200319.tif,"1296,836",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"416,1516",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1916,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2776,1336",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2556,3936",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"376,3316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1556,1436",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1076,1316",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"976,2516",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1816,1416",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"1416,3536",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"776,3396",1.0
C:/Users/william/Desktop/data_/train\images\20200331.tif,"1636,2556",0.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1636,1996",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"1536,1256",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1376,2296",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1496,1776",1.0
C:/Users/william/Desktop/data_/train\images\2018_08_21_.tif,"2936,3836",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"2116,1256",1.0
C:/Users/william/Desktop/data_/train\images\20200307.tif,"946,1406",0.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1776,1476",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1716,536",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2856,896",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"1976,1396",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1396,1636",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_31_b.tif,"916,1356",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"1156,1356",1.0
C:/Users/william/Desktop/data_/train\images\2018_12_19.tif,"2196,1256",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"1336,1976",1.0
C:/Users/william/Desktop/data_/train\images\20200224.tif,"1136,2676",1.0
C:/Users/william/Desktop/data_/train\images\20190816.tif,"256,1866",0.0
C:/Users/william/Desktop/data_/train\images\20200822.tif,"1536,976",1.0
C:/Users/william/Desktop/data_/train\images\20190908.tif,"1716,816",1.0
C:/Users/william/Desktop/data_/train\images\2018_09_14_.tif,"2556,676",1.0
